screen_name,message,created_at,tweet_id,tfidf_kw1,tfidf_kw2,tfidf_kw3,tfidf_kw4,tfidf_kw5,keybert_kw1,keybert_kw2,keybert_kw3,keybert_kw4,keybert_kw5
reprichhudson,"#Florence resources &amp; contacts 

🚨 Call 9-1-1 if you are in danger
🚗 Call 5-1-1 for road updates from @NCDOT 
🏫 Call 2-1-1 for shelters, food assistance, &amp; storm recovery
📱 Visit https://t.co/i8bZeoOihj for more info.

#FlorenceNC #ncwx",Sun Sep 16 21:58:21 +0000 2018,1041446213734817794,assistance storm,contacts danger,danger road,florencenc ncwx,food assistance,assistance storm,contacts danger,danger road,info florencenc,recovery visit
reprichhudson,"RT @NCDOT: Folks, we understand there are concerns about property &amp; family across NC. Due to prolonged rainfall, many rivers haven't yet cr…",Sun Sep 16 21:57:50 +0000 2018,1041446084097261569,concerns,family,folks,haven't,property,concerns property,family nc,folks understand,property family,rainfall rivers
reprichhudson,RT @wxbrad: Here's the additional forecast rainfall totals. The mountains back throuhg Iredell and Rowan county get ready you will see floo…,Sun Sep 16 21:57:15 +0000 2018,1041445937514729474,rainfall totals,rowan county,forecast,here's,ready,additional forecast,county ready,forecast rainfall,here's additional,iredell rowan
reprichhudson,"#Florence is still expected to dump several inches of rain in NC, &amp; folks across our district - including here at Moore Co Emergency Management - are hard at work to respond and save lives. I’ve been in constant contact with local officials and am continuing to monitor the storm. https://t.co/6gzheKbQA9",Sun Sep 16 20:30:03 +0000 2018,1041423992412876801,constant contact,continuing monitor,emergency management,florence expected,hard work,constant contact,continuing monitor,dump inches,emergency management,florence expected
reprichhudson,RT @DrewBrooks: This is Interstate 40. #FlorenceNC https://t.co/MlzZq5Pa9q,Sun Sep 16 20:12:23 +0000 2018,1041419549244121093,florencenc,,,,,interstate florencenc,,,,
reprichhudson,"RT @CMPD: If you see a first responder in the next few days, please say thank you. These men and women are working in very difficult condit…",Sun Sep 16 18:21:11 +0000 2018,1041391564692615168,men women,say thank,thank men,difficult,responder,difficult condit,men women,say thank,thank men,women working
reprichhudson,"RT @NCEmergency: .@NC_Governor Roy Cooper, along with several state and federal leaders, discuss storm response procedures today as rescue…",Sun Sep 16 18:20:49 +0000 2018,1041391469112840194,cooper,discuss,federal,leaders,rescue,cooper state,federal leaders,leaders discuss,response procedures,roy cooper
reprichhudson,"RT @MikeEmanuelFox: #Florence: @RepRichHudson talks North Carolina flooding concerns - my interview from @ANHQDC:

https://t.co/VWsSr0QzoO",Sun Sep 16 18:10:41 +0000 2018,1041388919961595904,north carolina,concerns,flooding,florence,interview,carolina flooding,concerns interview,flooding concerns,florence talks,north carolina
reprichhudson,RT @TimBoyumTV: Coming up -- @RepRichHudson joining us on @SpecNewsRDU to talk #FlorenceNC,Sun Sep 16 16:49:49 +0000 2018,1041368570171744256,joining talk,coming,florencenc,,,coming joining,joining talk,talk florencenc,,
reprichhudson,"I'll be joining @FoxNews around 1:00 PM from the #Florence Joint Force HQ in Raleigh. Tune in: https://t.co/laOkgrgCXh 

#ncWX",Sun Sep 16 16:47:16 +0000 2018,1041367929294671873,florence joint,force hq,i'll joining,joint force,ncwx,florence joint,i'll joining,joint force,pm florence,raleigh tune
reprichhudson,RT @FayettevillePD: Water Rescues: Locks Creek and Cedar Creek Rd. #ReadNC #ReadyFay https://t.co/6V5oUDX1Jc,Sun Sep 16 16:36:28 +0000 2018,1041365211385683970,locks,water,,,,cedar creek,creek rd,locks creek,readnc readyfay,rescues locks
reprichhudson,"RT @NCEmergency: .@NC_Governor Cooper: This storm has officially claimed 10 lives. We mourn their loss, and our hearts go out to their fami…",Sun Sep 16 16:15:39 +0000 2018,1041359970288250880,mourn loss,cooper,hearts,lives,officially,claimed lives,cooper storm,lives mourn,officially claimed,storm officially
reprichhudson,"At the #Florence Joint Force HQ to be briefed on response efforts &amp; offer my support. National Guard troops, first responders, swift water rescue teams, NCDOT, volunteers and more are working around the clock to rescue and care for folks across NC, and we are so grateful. #NCwx https://t.co/UY5pv4lBLd",Sun Sep 16 16:05:04 +0000 2018,1041357307257470977,briefed response,florence joint,force hq,joint force,national guard,briefed response,clock rescue,florence joint,force hq,guard troops
reprichhudson,RT @AllisonWSOC9: MINUTE-BY-MINUTE: Florence causing massive flooding across Charlotte region https://t.co/MuY2ODEINP Live TEAM COVERAGE st…,Sun Sep 16 15:23:36 +0000 2018,1041346871510351872,causing,charlotte,coverage,flooding,florence,flooding charlotte,florence causing,massive flooding,minute-by-minute florence,team coverage
reprichhudson,"Catastrophic flooding is likely along the Cape Fear River, especially near Fayetteville where it is expected to crest in Major Flood Stage Monday night/Tuesday. At this stage, numerous structures are at risk of flooding. 

More info: https://t.co/VXCCljn47g",Sun Sep 16 15:06:22 +0000 2018,1041342535350792192,cape fear,catastrophic flooding,expected crest,fear river,flood stage,cape fear,expected crest,near fayetteville,numerous structures,risk flooding
reprichhudson,"RT @NCDOT: We know you're worried about property in eastern NC.
-Every major route, and those around them, to the coast is flooded.
-This i…",Sun Sep 16 14:58:32 +0000 2018,1041340563621064704,eastern nc,nc major,coast,flooded,know,coast flooded,eastern nc,major route,nc major,property eastern
reprichhudson,"RT @NWS: Don't take a chance by crossing flooded roadways. Turn around, don't drown. Your life could depend upon it. #Florence https://t.co…",Sun Sep 16 14:58:18 +0000 2018,1041340507878842370,flooded roadways,don't,florence,life,turn,chance crossing,crossing flooded,depend florence,drown life,flooded roadways
reprichhudson,RT @TimBoyumTV: Charlotte impacts will increase significantly today https://t.co/amFgoN2s5k,Sun Sep 16 14:57:31 +0000 2018,1041340310297694213,charlotte,impacts,increase,,,charlotte impacts,impacts increase,increase significantly,,
reprichhudson,"RT @NCEmergency: Thank you to all of the federal, state and local partners for your assistance with #HurricaneFlorence rescue efforts. The…",Sun Sep 16 14:41:56 +0000 2018,1041336389336477696,local partners,state local,assistance,efforts,federal,assistance hurricaneflorence,hurricaneflorence rescue,thank federal,efforts,local
reprichhudson,"RT @DrewBrooks: .@FtBraggNC will remain on a reduced-manning status tomorrow, Monday, Sept. 17. Adverse Weather personnel will report to wo…",Sun Sep 16 14:41:16 +0000 2018,1041336218758332416,monday,personnel,remain,report,sept,adverse weather,reduced-manning status,report wo,sept adverse,tomorrow monday
reprichhudson,RT @NCEmergency: There is a mandatory evacuation order for one mile on either side of the banks of Cape Fear River and Little River. Cumber…,Sun Sep 16 13:34:32 +0000 2018,1041319425390125056,banks cape,cape fear,evacuation order,fear river,little river,banks cape,cape fear,fear river,mandatory evacuation,mile banks
reprichhudson,RT @fayobserver: BREAKING: The Hope Mills town manager warned Saturday night that residents should seek shelter because floodwaters could o…,Sun Sep 16 04:02:21 +0000 2018,1041175430663950336,hope mills,seek shelter,manager,night,residents,manager warned,mills town,residents seek,seek shelter,shelter floodwaters
reprichhudson,"RT @Matt_Leclercq: WARNING: Hope Mills residents near the dam should seek shelter immediately, if they're able to. https://t.co/eeSTIfxPp3",Sun Sep 16 04:00:45 +0000 2018,1041175028828696576,hope mills,seek shelter,able,dam,immediately,dam seek,hope mills,immediately they're,mills residents,residents near
reprichhudson,"RT @NWSRaleigh: Flash Flood Warning continues for Raleigh NC, Fayetteville NC, Cary NC until 6:30 AM EDT https://t.co/x59bfQHXE0",Sun Sep 16 02:20:49 +0000 2018,1041149880704659456,fayetteville nc,flash flood,flood warning,warning continues,edt,continues raleigh,flash flood,flood warning,warning continues,cary
reprichhudson,"RT @Sheriff_EWright: @Carol_SWRK @FayettevillePD @HopeMillsPD @957WKML @WRAL @ABC11_WTVD @tpowellabc11 @DanielsABC11 CCSO, @FayettevillePD…",Sun Sep 16 02:20:39 +0000 2018,1041149835678818305,,,,,,ccso,,,,
reprichhudson,"RT @DavisABC11: NOW: @FAYPWC says there are now 11,751 households without power. Crews are working around the clock to restore service as q…",Sun Sep 16 02:20:05 +0000 2018,1041149694934745089,power crews,working clock,households,restore,says,clock restore,crews working,households power,restore service,says households
reprichhudson,RT @LtGovDanForest: There are crews from all over the country here working in wind and rain to get power restored. These guys came all the…,Sun Sep 16 00:36:10 +0000 2018,1041123543453523969,came,country,crews,power,rain,country working,power restored,rain power,restored guys,wind rain
reprichhudson,RT @springlakenc: MANDATORY EVACUATION for all residents within a 1/4 mile radius of the Little River. Follow the link below for the offici…,Sat Sep 15 21:42:57 +0000 2018,1041079949900357632,little river,mandatory evacuation,residents mile,follow,,link offici,little river,mandatory evacuation,mile radius,river follow
reprichhudson,RT @NCEmergency: Need a pharmacy? You can find open pharmacies across the state using Healthcare Ready's interactive map. https://t.co/I6i0…,Sat Sep 15 21:42:45 +0000 2018,1041079902781534210,map,need,open,pharmacy,state,healthcare ready's,interactive map,need pharmacy,open pharmacies,ready's interactive
reprichhudson,RT @CumberlandNC: We have developed a map to easily show if you're in the one mile distance from Cape Fear River. (a map is being developed…,Sat Sep 15 21:21:28 +0000 2018,1041074544340021251,cape fear,fear river,easily,map,mile,cape fear,distance cape,easily you're,fear river,map easily
reprichhudson,RT @82ndABNDiv: The @FAA is asking drone flying enthusiasts to not fly drones in the impacted area during the #HurricaneFlorerence recovery…,Sat Sep 15 20:47:19 +0000 2018,1041065951951773698,area,asking,hurricaneflorerence,impacted,recovery,asking drone,drones impacted,fly drones,flying enthusiasts,hurricaneflorerence recovery
reprichhudson,RT @NCEmergency: New Evacuation Orders are in place. Go to https://t.co/Yx3twhyOqj to see if you are in an area with a mandatory or volunte…,Sat Sep 15 20:37:24 +0000 2018,1041063457481793538,evacuation orders,area,mandatory,new,place,area mandatory,evacuation orders,mandatory volunte,new evacuation,orders place
reprichhudson,RT @MurphinDC: I-95 in North Carolina is closed between Exit 65 in Cumberland County and Exit 81 in Johnston County. Please stay safe.,Sat Sep 15 19:10:57 +0000 2018,1041041699177484290,cumberland county,north carolina,stay safe,closed,johnston,carolina closed,closed exit,county exit,county stay,cumberland county
reprichhudson,"Continuing to pray for our first responders &amp; rescue teams. #ncwx 

""When you pass through the waters, I will be with you; and through the rivers, they shall not overwhelm you; when you walk through fire you shall not be burned, and the flame shall not consume you."" Isaiah 43:2",Sat Sep 15 18:50:41 +0000 2018,1041036597725155328,continuing pray,pray responders,rescue teams,ncwx,pass,burned flame,consume isaiah,ncwx pass,pray responders,rescue teams
reprichhudson,"🚨MANDATORY EVACUATIONS🚨

There is a mandatory evacuation in place for citizens of Cumberland County, City of Fayetteville, and the town of Wade. All residents within one mile of the banks of the Cape Fear and Little River should leave IMMEDIATELY",Sat Sep 15 18:18:39 +0000 2018,1041028539527651337,banks cape,cape fear,county city,cumberland county,little river,banks cape,city fayetteville,cumberland county,evacuations mandatory,fear little
reprichhudson,"RT @FO_Woolverton: Mandatory evacuations up to 1 mile from banks of the Cape Fear River 
We're talking about flooding not seen since 1945 w…",Sat Sep 15 18:13:22 +0000 2018,1041027210507902976,banks cape,cape fear,fear river,mandatory evacuations,mile banks,banks cape,cape fear,flooding seen,mandatory evacuations,river we're
reprichhudson,"RT @FayettevillePD: Press Conference discussing MANDATORY EVACUATION for Cumberland County, City of Fayeteville, and Town of Wade #Flor… ht…",Sat Sep 15 18:09:32 +0000 2018,1041026244958212097,county city,cumberland county,mandatory evacuation,press conference,town wade,county city,cumberland county,discussing mandatory,evacuation cumberland,fayeteville town
reprichhudson,"*IMPORTANT FLOOD SAFETY TIPS* 

➡️If trapped in a building, go to the highest floor.
➡️DO NOT climb into a closed attic; you may get trapped by rising floodwater.
➡️Get on the roof only if necessary.

🚨 Call 9-1-1 for emergencies. 🚨 https://t.co/QpWQUGK4VP",Sat Sep 15 17:56:38 +0000 2018,1041022996591386624,attic trapped,building highest,climb closed,closed attic,flood safety,attic trapped,climb closed,flood safety,highest floor,necessary emergencies
reprichhudson,RT @FlynnShawn: #Florence update in 35 seconds! @SpecNewsCLT Rain/wind hits #CLT region. We're seeing downed trees/power lines. Warnings of…,Sat Sep 15 17:54:53 +0000 2018,1041022556424335360,power lines,downed,florence,hits,rain,clt region,downed trees,lines warnings,power lines,rain wind
reprichhudson,RT @HopeMillsPD: South Main Street is closed at Russell Street https://t.co/rVEgjMF6Ag,Sat Sep 15 17:54:31 +0000 2018,1041022462627119104,main street,closed,south,,,closed russell,main street,russell street,south main,street closed
reprichhudson,"RT @NWSMoreheadCity: Here's a look at the rainfall totals from Hurricane Florence, many areas over 20 inches in eastern NC. #NCwx #NCEmerge…",Sat Sep 15 17:54:06 +0000 2018,1041022358708998145,eastern nc,hurricane florence,rainfall totals,areas,here's,florence areas,here's look,hurricane florence,inches eastern,look rainfall
reprichhudson,Fayetteville will be holding a press conference at 2 PM regarding evacuations along the Cape Fear River. Watch here on their Facebook page live: https://t.co/A68o1Bv7cd,Sat Sep 15 17:13:37 +0000 2018,1041012173919662081,cape fear,facebook page,fear river,press conference,evacuations,evacuations cape,facebook page,fayetteville holding,pm regarding,press conference
reprichhudson,RT @FO_Woolverton: From Fayetteville City Council meeting: Mandatory evacuations coming in Fayetteville/Cumberland due to Cape Fear River a…,Sat Sep 15 17:01:35 +0000 2018,1041009142767542273,cape fear,fayetteville cumberland,fear river,mandatory evacuations,city,coming fayetteville,council meeting,fayetteville cumberland,fear river,mandatory evacuations
reprichhudson,RT @PantherBrigade: #PantherFamily: Sound decisions are crucial as Emergency and Utility services work in the region. 3BCT leaders are work…,Sat Sep 15 17:00:48 +0000 2018,1041008945069023233,emergency,leaders,region,services,sound,decisions crucial,leaders work,pantherfamily sound,region leaders,services work
reprichhudson,RT @fayobserver: ROADS CLOSED: We'll be updating this list as more roadways are cut off. #Florence #HurricaneFlorence https://t.co/j1QKdb0P…,Sat Sep 15 16:53:03 +0000 2018,1041006997888557057,closed,cut,florence,list,roads,cut florence,florence hurricaneflorence,list roadways,roads closed,roadways cut
reprichhudson,RT @SandhillsSentin: Moore County Schools announced there is no school for students and staff on Monday September 17 due to Hurricane Flore…,Sat Sep 15 16:53:00 +0000 2018,1041006985569816577,county schools,moore county,school students,announced,hurricane,county schools,hurricane flore,moore county,schools announced,monday
reprichhudson,RT @Sheriff_EWright: This is on the #Northside of Fayetteville off of Ramsey Street. Please remember the most dangerous floods are flash fl…,Sat Sep 15 16:35:22 +0000 2018,1041002545018228736,ramsey street,dangerous,fayetteville,flash,remember,dangerous floods,fayetteville ramsey,floods flash,ramsey street,street remember
reprichhudson,RT @PantherBrigade: Per @SimmonsWeather:  Winds will remain in the 40 to near 50mph range throughout the day today before slowly weakening…,Sat Sep 15 16:32:10 +0000 2018,1041001742073294848,near,range,remain,winds,,near range,remain near,winds remain,slowly,weakening
reprichhudson,RT @FayettevillePD: TRAFFIC ALERT: A @Sheriff_EWright Deputy was struck after a motorist lost control of their vehicle due to weather condi…,Sat Sep 15 16:29:43 +0000 2018,1041001125477076992,alert,control,deputy,lost,traffic,alert deputy,control vehicle,deputy struck,lost control,motorist lost
reprichhudson,"RT @will_doran: You may have seen photos and videos of flooding during these first days of #HurricaneFlorence.

But for most areas, the wor…",Sat Sep 15 15:43:46 +0000 2018,1040989558949728257,areas,flooding,hurricaneflorence,photos,seen,areas wor,hurricaneflorence areas,seen photos,flooding,
reprichhudson,RT @NCDOT: 🚨 Life threatening conditions from #FlorenceNC are not over! Many areas of the state could see a foot or more of rain over the n…,Sat Sep 15 13:43:09 +0000 2018,1040959206243880962,areas,conditions,florencenc,foot,life,areas state,conditions florencenc,florencenc areas,foot rain,life threatening
reprichhudson,RT @NCEmergency: The list shelters for those people displaced by #FlorenceNC have been updated. Go to: https://t.co/Cydk2hVEuZ for details.,Sat Sep 15 13:42:56 +0000 2018,1040959150451290112,list shelters,updated details,displaced,florencenc,,displaced florencenc,florencenc updated,list shelters,details,
reprichhudson,RT @MorganABC11: CAPE FEAR RIVER: 17.4 feet. 35 feet is the flood stage. River will crest Tuesday at 62 feet. #abc11,Sat Sep 15 13:42:39 +0000 2018,1040959080138006531,cape fear,fear river,flood stage,abc11,crest,cape fear,fear river,river feet,stage river,abc11
reprichhudson,"Shout out to all reporters, meteorologists, TV crews and everyone in newsrooms across the Carolinas who are working around the clock to keep our community informed. Stay safe! We appreciate your hard work! #ncwx #HurricanceFlorence https://t.co/06J6E2543C",Sat Sep 15 12:17:41 +0000 2018,1040937697035124737,community informed,hard work,stay safe,working clock,appreciate,carolinas working,hard work,informed stay,ncwx hurricanceflorence,reporters meteorologists
reprichhudson,"RT @springlakenc: Our Mayor, The Hon. Larry G. Dobbins, has asked that all residents remain inside as to not endanger themselves or others.…",Sat Sep 15 12:12:31 +0000 2018,1040936396771520514,asked,larry,mayor,remain,residents,asked residents,larry g,mayor hon,remain inside,residents remain
reprichhudson,"RT @NCEmergency: Flash flooding, storm surge have been immediate concerns of #HurricaneFlorence; however, #Florence's heavy rains also brin…",Sat Sep 15 11:39:31 +0000 2018,1040928091370135552,flash flooding,flooding storm,heavy rains,storm surge,concerns,concerns hurricaneflorence,flash flooding,florence's heavy,heavy rains,hurricaneflorence florence's
reprichhudson,"RT @FRCdc: ""No matter the calamity, no matter the outcome, I want people who are suffering to know that God is their 'refuge and strength,…",Sat Sep 15 04:00:43 +0000 2018,1040812633551765505,know god,strength,suffering,want,,calamity matter,god refuge,know god,suffering know,outcome
reprichhudson,RT @fayobserver: The river’s forecast crest of 60 to 62 feet may occur sometime Tuesday or Wednesday. That’s higher than the 58 feet after…,Sat Sep 15 03:53:25 +0000 2018,1040810793737043968,crest,feet,forecast,higher,river,crest feet,feet occur,forecast crest,occur tuesday,river s
reprichhudson,RT @FayettevillePD: #ncwx #HurricaneFlorence https://t.co/ZtMSAUlxEo,Sat Sep 15 03:41:11 +0000 2018,1040807717244428288,hurricaneflorence,ncwx,,,,ncwx hurricaneflorence,,,,
reprichhudson,"RT @ncdhhs: If you go to a shelter, bring your emergency kit, your medicines and any needed medical equipment or supplies.  If you bring yo…",Sat Sep 15 03:36:28 +0000 2018,1040806530147344384,emergency kit,shelter bring,equipment,medical,medicines,bring emergency,emergency kit,kit medicines,medical equipment,needed medical
reprichhudson,"RT @NCEmergency: Be #ReadyNC when it comes to #HurricaneFlorence! Threat of catastrophic flooding continues, w/heavy rain spreading westwar…",Sat Sep 15 03:35:21 +0000 2018,1040806246968958977,catastrophic flooding,heavy rain,comes,continues,hurricaneflorence,continues w,flooding continues,hurricaneflorence threat,readync comes,catastrophic
reprichhudson,"RT @NCDOT: Here’s a look at behind the scenes as NCDOT, @NCSHP and  @NCNationalGuard coordinate response efforts to #FlorenceNC. Teams like…",Sat Sep 15 03:35:11 +0000 2018,1040806205462065152,response efforts,s look,florencenc,like,ncdot,coordinate response,efforts florencenc,florencenc teams,look scenes,ncdot coordinate
reprichhudson,RT @LtGovDanForest: Just got off the phone with @realDonaldTrump. He asked how everything looked and if I thought it was better than expect…,Sat Sep 15 03:34:14 +0000 2018,1040805969339576320,asked,better,expect,got,just,asked looked,better expect,got phone,just got,looked thought
reprichhudson,"RT @NCEmergency: 10 pm statewide power outage total is at 788,916 with the highest concentration in New Hanover, Brunswick, Wake, Onslow an…",Sat Sep 15 03:32:35 +0000 2018,1040805552656400384,statewide power,highest,new,outage,total,brunswick wake,hanover brunswick,highest concentration,pm statewide,power outage
reprichhudson,"RT @FlynnShawn: #EverdayHeroes!  If you see someone doing something great during #FlorenceNC, please use #EverydayHeroes tag. @SpecNewsCLT…",Fri Sep 14 23:37:36 +0000 2018,1040746417688596481,doing,florencenc,great,use,,everdayheroes doing,everydayheroes tag,florencenc use,great florencenc,use everydayheroes
reprichhudson,"RT @springlakenc: The Town of Spring Lake will reinstate the curfew tonight at 7:00 p.m., UNTIL FURTHER NOTICE. This is for civilians, non-…",Fri Sep 14 23:35:33 +0000 2018,1040745899188805633,p m,spring lake,non,tonight,town,curfew tonight,lake reinstate,notice civilians,reinstate curfew,spring lake
reprichhudson,RT @DogFaceSoldier: Look forward to welcoming CPTMatthews and his company of Screaming Eagles when they arrive!  Air Assault!  #HurricaneFl…,Fri Sep 14 23:35:27 +0000 2018,1040745876392759296,forward welcoming,look forward,air,arrive,assault,assault hurricanefl,company screaming,eagles arrive,look forward,screaming eagles
reprichhudson,RT @NC_Governor: Gov. Cooper will brief the media on #HurricaneFlorence at 5 pm. Watch it live https://t.co/fPWEjicScA. https://t.co/rReU3A…,Fri Sep 14 20:59:53 +0000 2018,1040706725257637893,hurricaneflorence pm,brief,cooper,media,,brief media,cooper brief,gov cooper,hurricaneflorence pm,media hurricaneflorence
reprichhudson,RT @NCEmergency: .@NC_Governor will hold the second news conference of the day on #HurricaneFlorence at 5 pm. Tune in to watch it live. #Fl…,Fri Sep 14 20:52:31 +0000 2018,1040704873627566080,hurricaneflorence pm,conference,hold,second,tune,hold second,pm tune,,,
reprichhudson,RT @CityOfFayNC: Flooding from the Cape Fear River could extend one mile from the banks  and residents are asked to take the voluntary evac…,Fri Sep 14 20:05:41 +0000 2018,1040693086110851074,cape fear,fear river,flooding cape,mile banks,asked,asked voluntary,banks residents,cape fear,extend mile,flooding cape
reprichhudson,"Heartbreaking news. My wife Renee &amp; I are praying for their families and loved ones. And we continue to pray for our first responders, swift water rescue teams, volunteers, and everyone else working around the clock to save lives. https://t.co/mVKY3Texwg",Fri Sep 14 19:44:49 +0000 2018,1040687836738015236,continue pray,loved ones,pray responders,renee praying,rescue teams,clock save,ones continue,pray responders,swift water,teams volunteers
reprichhudson,RT @MurphinDC: NC delegation to Trump: “The severity of damage and number of areas impacted is rapidly increasing &amp; is forecast to worsen d…,Fri Sep 14 19:24:11 +0000 2018,1040682641509568514,nc delegation,areas,damage,forecast,impacted,damage number,delegation trump,forecast worsen,nc delegation,rapidly increasing
reprichhudson,RT @CabCoEM: Due to the heavy  amount of rainfall expected this weekend we wanted to remind all residents that it is NEVER safe to drive th…,Fri Sep 14 19:21:25 +0000 2018,1040681947473879041,heavy rainfall,drive,expected,remind,residents,drive th,rainfall expected,remind residents,residents safe,safe drive
reprichhudson,"I want to thank the Trump Administration for granting NC's advanced emergency declaration request on 9/10 &amp; for the assistance thus far. This Major Disaster Declaration is critical to allow our local &amp; state officials, in coordination with federal partners, to begin rebuilding.",Fri Sep 14 18:22:23 +0000 2018,1040667089969799168,disaster declaration,emergency declaration,federal partners,major disaster,state officials,allow local,assistance far,begin rebuilding,emergency declaration,federal partners
reprichhudson,"Today I joined my colleagues in requesting @POTUS @realDonaldTrump to swiftly approve an expedited Major Disaster Declaration as #HurricaneFlorerence brings life-threatening flooding &amp; major destruction to NC. 

https://t.co/3YDol4XDdS",Fri Sep 14 18:20:39 +0000 2018,1040666654437466116,disaster declaration,joined colleagues,major disaster,brings,flooding,approve expedited,brings life-threatening,declaration hurricaneflorerence,joined colleagues,flooding
reprichhudson,RT @WriterDeVane: Read this thread for important info about what the next several days could look like. https://t.co/5PqQW8rriV,Fri Sep 14 17:31:03 +0000 2018,1040654170976669696,important info,look like,read,,,look like,important,info,read,
reprichhudson,RT @RachaelRiley85: “There is a high probability the banks (of the Cape Fear River) will overflow at a level higher than (hurricane) Matthe…,Fri Sep 14 17:23:14 +0000 2018,1040652203248234496,banks cape,cape fear,fear river,high,hurricane,banks cape,cape fear,fear river,high probability,higher hurricane
reprichhudson,"RT @DogFaceSoldier: If you live in the @FtBraggNC and @CityOfFayNC are, read this and take necessary precautions.  A lot of people moved he…",Fri Sep 14 16:57:00 +0000 2018,1040645602613313537,lot,moved,necessary,read,,necessary precautions,precautions lot,read necessary,moved,
reprichhudson,RT @RowanCountyES: 6 inches of fast-moving flood water can knock over an adult. It takes just 12 inches of rushing water to carry away a sm…,Fri Sep 14 16:56:25 +0000 2018,1040645455372328960,away,carry,flood,inches,just,adult takes,away sm,just inches,rushing water,water knock
reprichhudson,RT @FayettevillePD: Numerous areas are currently without power. We have officers at and en route to numerous intersections to direct traffi…,Fri Sep 14 16:55:23 +0000 2018,1040645194436280320,areas,currently,direct,numerous,officers,areas currently,currently power,direct traffi,intersections direct,numerous intersections
reprichhudson,"RT @MorganABC11: BREAKING: From @CityOfFayNC and @CumberlandNC: If you live in close proximity to the Cape Fear River, you should consider…",Fri Sep 14 15:45:43 +0000 2018,1040627664707641345,cape fear,fear river,close,consider,,cape fear,close proximity,fear river,proximity cape,river consider
reprichhudson,"RT @FayettevillePD: | Traffic Safety Alert |
Please stay off of the roadways unless absolutely necessary. As we have been receiving rain an…",Fri Sep 14 15:44:22 +0000 2018,1040627325468061696,absolutely,alert,necessary,rain,receiving,absolutely necessary,necessary receiving,receiving rain,safety alert,stay roadways
reprichhudson,"*IMPORTANT FLOOD SAFETY TIPS* 

➡️If trapped in a building, go to the highest floor.
➡️DO NOT climb into a closed attic; you may get trapped by rising floodwater.
➡️Get on the roof only if necessary.

🚨 Call 9-1-1 for emergencies. 🚨 https://t.co/q5JxqK0dwE",Fri Sep 14 15:16:48 +0000 2018,1040620386373849088,attic trapped,building highest,climb closed,closed attic,flood safety,attic trapped,climb closed,flood safety,highest floor,necessary emergencies
reprichhudson,"For veterans, the VA established a 24/7 support hotline &amp; my office stands ready to assist

➡️Veteran Hurricane Hotline: 1-800-507-4571
➡️Employee Disaster Hotline: 1-866-233-0152
➡️VBA Hotline: 1-800-827-1000
➡️Pharmacy Customer Care: 1- 866-400-1243

#HurricanceFlorence",Fri Sep 14 15:02:08 +0000 2018,1040616696015478788,assist veteran,customer care,disaster hotline,employee disaster,established support,employee disaster,established support,hotline vba,pharmacy customer,ready assist
reprichhudson,"#HurricaneFlorence resources &amp; contacts

🚨 Call 9-1-1 if you are in danger
🚗 Call 5-1-1 for road updates from @NCDOT 
🏫 Call 2-1-1 for shelters, food assistance, &amp; storm recovery
📱 Visit https://t.co/i8bZeoOihj for more

#FlorenceNC #ncwx",Fri Sep 14 14:56:37 +0000 2018,1040615305050050561,assistance storm,contacts danger,danger road,florencenc ncwx,food assistance,assistance storm,contacts danger,danger road,florencenc ncwx,food assistance
reprichhudson,RT @PaulHeggenWX: TORNADO WATCH for the southeastern half of central North Carolina until 5:00pm. The outer rain bands of #HurricaneFlorenc…,Fri Sep 14 14:12:58 +0000 2018,1040604321350598656,north carolina,central,half,rain,tornado,north carolina,outer rain,southeastern half,bands,central
reprichhudson,"Important info on shelters in @CityOfFayNC and Cumberland County ⬇️

https://t.co/9k71Yhwwny",Fri Sep 14 14:01:30 +0000 2018,1040601434637697024,cumberland county,important info,shelters,,,cumberland county,important info,info shelters,shelters cumberland,
reprichhudson,"RT @ncdhhs: If you are affected by flooding from #FlorenceNC, read these important tips on staying safe. Learn what to do: https://t.co/026…",Fri Sep 14 13:58:32 +0000 2018,1040600689716748288,affected,flooding,florencenc,important,learn,affected flooding,flooding florencenc,florencenc read,important tips,read important
reprichhudson,"RT @NCDOT: If you must be out, please stay alert for downed power lines across roads. They may be difficult to see in flooded waters or amo…",Fri Sep 14 13:33:01 +0000 2018,1040594266316304384,downed power,power lines,stay alert,difficult,flooded,alert downed,power lines,roads difficult,stay alert,waters amo
reprichhudson,"Along with the devastating storm surge, one of the biggest threats we face as #HurricaneFlorence crawls through NC is major, catastrophic flooding. Continuing to monitor the situation &amp; pray for folks needing rescue, first responders, &amp; everyone who will be impacted by this storm https://t.co/O0vuod4h5Y",Fri Sep 14 09:33:09 +0000 2018,1040533904778772481,catastrophic flooding,continuing monitor,monitor situation,nc major,situation pray,catastrophic flooding,hurricaneflorence crawls,monitor situation,rescue responders,situation pray
reprichhudson,@MC_Reporting @SpecNewsRDU @SpecNewsILM Be safe!,Fri Sep 14 08:28:57 +0000 2018,1040517746780524544,safe,,,,,safe,,,,
reprichhudson,RT @NWSRaleigh: We've just issued warnings for 3 locations in the Cape Fear River basin in response to expected heavy rainfall from #Floren…,Fri Sep 14 08:19:00 +0000 2018,1040515243032682496,cape fear,fear river,heavy rainfall,expected,issued,just issued,rainfall floren,response expected,river basin,warnings locations
